network,component,baseline_conc,knockout_conc_final,knockout_min,recover_conc_final,knockout_success,recover_success,causally_internal,verdict
F: Network E + ALT3/ALT4,G6P,13.219168408515777,2.8779252558645605e-19,2.8779252558645605e-19,5.285834353794956,True,True,True,AUTOPOIETIC
F: Network E + ALT3/ALT4,FBP,0.0,6.347937168396643e-18,6.347937168396643e-18,0.0,True,False,False,HOMEOSTATIC
F: Network E + ALT3/ALT4,PEP,0.0,0.0,0.0,46.90630519996266,True,True,True,AUTOPOIETIC
F: Network E + ALT3/ALT4,PYR,0.0,0.0,0.0,0.0,True,False,False,HOMEOSTATIC
F: Network E + ALT3/ALT4,AcCoA,13.150634560532424,0.0,0.0,5.233557231896517,True,True,True,AUTOPOIETIC
F: Network E + ALT3/ALT4,ALA,100.0,0.0,0.0,100.0,True,True,True,AUTOPOIETIC
F: Network E + ALT3/ALT4,ASP,44.315571787989285,0.0,0.0,100.0,True,True,True,AUTOPOIETIC
F: Network E + ALT3/ALT4,MAL,100.0,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC
F: Network E + ALT3/ALT4,HK1,100.0,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC
F: Network E + ALT3/ALT4,HK2,100.0,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC
F: Network E + ALT3/ALT4,PFK1,99.500625,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC
F: Network E + ALT3/ALT4,PFK2,99.500625,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC
F: Network E + ALT3/ALT4,ALDO1,99.500625,0.0286056736330361,0.0286056736330361,99.500625,True,True,True,AUTOPOIETIC
F: Network E + ALT3/ALT4,ALDO2,99.500625,0.0286056736330361,0.0286056736330361,99.500625,True,True,True,AUTOPOIETIC
F: Network E + ALT3/ALT4,PYK1,100.0,0.0286056736330361,0.0286056736330361,100.0,True,True,True,AUTOPOIETIC
F: Network E + ALT3/ALT4,PYK2,100.0,0.0286056736330361,0.0286056736330361,100.0,True,True,True,AUTOPOIETIC
F: Network E + ALT3/ALT4,ALT1,100.0,0.0286056736330361,0.0286056736330361,100.0,True,True,True,AUTOPOIETIC
F: Network E + ALT3/ALT4,ALT2,100.0,0.0286056736330361,0.0286056736330361,100.0,True,True,True,AUTOPOIETIC
F: Network E + ALT3/ALT4,ALT3,100.0,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC
F: Network E + ALT3/ALT4,ALT4,100.0,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC
F: Network E + ALT3/ALT4,ASPAT1,100.0,0.0286056736330361,0.0286056736330361,75.75732892149998,True,True,True,AUTOPOIETIC
F: Network E + ALT3/ALT4,ASPAT2,100.0,0.0286056736330361,0.0286056736330361,75.75732892149998,True,True,True,AUTOPOIETIC
F: Network E + ALT3/ALT4,MDH1,100.0,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC
F: Network E + ALT3/ALT4,MDH2,100.0,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC
F: Network E + ALT3/ALT4,PDH1,100.0,0.0286056736330361,0.0286056736330361,100.0,True,True,True,AUTOPOIETIC
F: Network E + ALT3/ALT4,PDH2,100.0,0.0286056736330361,0.0286056736330361,100.0,True,True,True,AUTOPOIETIC
F: Network E + ALT3/ALT4,PEPC1,100.0,0.0286056736330361,0.0286056736330361,99.2518734375,True,True,True,AUTOPOIETIC
F: Network E + ALT3/ALT4,PEPC2,100.0,0.0286056736330361,0.0286056736330361,99.2518734375,True,True,True,AUTOPOIETIC
F: Network E + ALT3/ALT4,ACK1,99.500625,0.0286056736330361,0.0286056736330361,15.996061412907924,True,True,True,AUTOPOIETIC
F: Network E + ALT3/ALT4,ACK2,99.500625,0.0286056736330361,0.0286056736330361,15.996061412907924,True,True,True,AUTOPOIETIC
F: Network E + ALT3/ALT4,TF,100.0,0.0286056736330361,0.0286056736330361,100.0,True,True,True,AUTOPOIETIC
