network,component,baseline_conc,knockout_conc_final,knockout_min,recover_conc_final,knockout_success,recover_success,causally_internal,verdict
D: Integrated MR-GR,ATP,0.0014417032359449527,0.0,0.0,0.0,True,False,False,HOMEOSTATIC
D: Integrated MR-GR,G6P,0.028339397899048456,0.01549706750921141,0.01549706750921141,0.019289742508330966,True,False,False,HOMEOSTATIC
D: Integrated MR-GR,FBP,0.05580700933238227,0.01613661017243059,0.01613661017243059,0.04250397920228879,True,False,False,HOMEOSTATIC
D: Integrated MR-GR,PEP,0.022903636949588146,4.296578537683548e-05,4.296578537683548e-05,0.028055404835386683,True,False,False,HOMEOSTATIC
D: Integrated MR-GR,PYR,0.04952183929499254,3.204328385374936e-06,3.204328385374936e-06,0.07002751588321673,True,False,False,HOMEOSTATIC
D: Integrated MR-GR,AcCoA,0.44658662903146,0.036695782172616764,0.036695782172616764,0.35419887897607283,True,True,True,AUTOPOIETIC
D: Integrated MR-GR,ALA,0.03380207746477991,9.013236332340425e-05,9.013236332340425e-05,0.04659773144258762,True,False,False,HOMEOSTATIC
D: Integrated MR-GR,ASP,49.10262423746877,0.003161036807698713,0.003161036807698713,17.460386774023707,True,True,True,AUTOPOIETIC
D: Integrated MR-GR,MAL,51.19358444721448,0.036695782172616764,0.036695782172616764,23.00371260956488,True,True,True,AUTOPOIETIC
D: Integrated MR-GR,HK,0.06511150335131112,0.036695782172616764,0.036695782172616764,0.04820034795266036,True,False,False,HOMEOSTATIC
D: Integrated MR-GR,PFK,0.06511150335131112,0.036695782172616764,0.036695782172616764,0.04722537147132676,True,False,False,HOMEOSTATIC
D: Integrated MR-GR,ALDO,0.06511150335131112,0.036695782172616764,0.036695782172616764,0.04582211431444659,True,False,False,HOMEOSTATIC
D: Integrated MR-GR,PYK,0.06511150335131112,0.036695782172616764,0.036695782172616764,0.04779702397520185,True,False,False,HOMEOSTATIC
D: Integrated MR-GR,PDH,0.06511150335131112,0.036695782172616764,0.036695782172616764,0.05193525441950931,True,False,False,HOMEOSTATIC
D: Integrated MR-GR,ALT,0.03891005086333226,0.036695782172616764,0.036695782172616764,0.036964045423601884,True,False,False,HOMEOSTATIC
D: Integrated MR-GR,ASPAT,0.48347933889939365,0.036695782172616764,0.036695782172616764,0.1960226511716632,True,True,True,AUTOPOIETIC
D: Integrated MR-GR,MDH,0.48347933889939365,0.036695782172616764,0.036695782172616764,0.3800994313163807,True,True,True,AUTOPOIETIC
D: Integrated MR-GR,TF,0.08620367902594205,0.036695782172616764,0.036695782172616764,0.04325521989551645,True,False,False,HOMEOSTATIC
